,Cookie Name,Domains Associated With,Cookie Expiration,Cookie Security,HTTP Only Status,Total Number of Sites With Cookie,Number of Luxury Clothing Companies With Cookie,Number of Fast Fashion Companies With Cookie,Number of Technology Companies With Cookie,Number of Car Companies with Cookie
415,_evga_e2da,['.www.logitech.com'],Expires at 1796280848,Secure,Not HTTP Only,1,0,0,1,0
416,vuid,['.vimeo.com'],Expires at 1796280750,Secure,Not HTTP Only,1,0,1,0,0
417,yshccmfg,['.yesstyle.com'],Expires at 2048571865,Secure,Not HTTP Only,1,0,1,0,0
418,api-client-correlation-id,"['.prada.com', '.miumiu.com']",Expires at 1735801170,Secure,Not HTTP Only,2,2,0,0,0
419,_psac_gdpr_banner_id,['.peugeot.com'],Expires at 1748936252,Secure,Not HTTP Only,1,0,0,0,1
420,PIM-SESSION-ID,"['.gucci.com', '.uniqlo.com']",Does not expire,Not secure,Not HTTP Only,2,1,1,0,0
421,dwac_dbe0a10617e57472113ac114ca,['www.loewe.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
422,_hjSessionUser_2409562,['.showpo.com'],Expires at 1764747957,Secure,Not HTTP Only,1,0,1,0,0
423,cookieId,['www.missguided.com'],Expires at 1764743554,Not secure,Not HTTP Only,1,0,1,0,0
424,tfa_tra_src,['cottonon.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
425,_ga_PDLQ1WYJG6,['.edikted.com'],Expires at 1796280624,Not secure,Not HTTP Only,1,0,1,0,0
426,CookieConsentPolicy,"['service.force.com', 'maxmarafashiongroup.my.salesforce.com', 'service.force.com', 'service.force.com', 'service.force.com', 'urbn.my.salesforce.com', 'service.force.com', 'service.force.com', 'harman.my.salesforce-sites.com', 'service.force.com', 'harmaninternational.secure.force.com']",Expires at 1764744613,Secure,Not HTTP Only,11,4,4,3,0
427,intl_locale,"['.aliexpress.us', '.aliexpress.com']",Does not expire,Not secure,Not HTTP Only,2,0,2,0,0
428,dwanonymous_1699f628d3d46e8e56150c85350ac8c8,['www.celine.com'],Expires at 1748760185,Secure,Not HTTP Only,1,1,0,0,0
429,_cs_c,"['.cartier.com', '.maxmara.com', '.hermes.com', '.valentino.com', '.ferragamo.com', '.asos.com', '.cottonon.com']",Expires at 1767372151,Not secure,Not HTTP Only,7,5,2,0,0
430,urbn_language,['www.anthropologie.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
431,_ratsid,['www.razer.com'],Expires at 1733294404,Secure,Not HTTP Only,1,0,0,1,0
432,flag_hide_exit_survey,['.lulus.com'],Expires at 1735803916,Secure,Not HTTP Only,1,0,1,0,0
433,_ratuid,['www.razer.com'],Expires at 1767768004,Secure,Not HTTP Only,1,0,0,1,0
434,l_ab_ptd_evergreen-aa,['.lulus.com'],Expires at 1738395916,Secure,Not HTTP Only,1,0,1,0,0
435,MSPRequ,['.login.live.com'],Does not expire,Secure,HTTP Only,1,0,0,1,0
436,CT_Akamai,"['www.jeep.com', 'www.dodge.com', 'www.ramtrucks.com', 'www.chrysler.com']",Does not expire,Secure,Not HTTP Only,4,0,0,0,4
437,AWSELB,['www.miumiu.com'],Does not expire,Not secure,Not HTTP Only,1,1,0,0,0
438,i18n_redirected,['.armani.com'],Does not expire,Not secure,Not HTTP Only,1,1,0,0,0
439,asos-anon12,['.asos.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
440,cjConsent,"['.lg.com', '.bose.com']",Expires at 1767336447,Secure,Not HTTP Only,2,0,0,2,0
441,__attentive_pv,"['www.oscardelarenta.com', 'www.guess.com', 'www.oneplus.com']",Expires at 1766903701,Secure,Not HTTP Only,3,1,1,1,0
442,Shoplift_Essential,['.edikted.com'],Expires at 1764744623,Not secure,Not HTTP Only,1,0,1,0,0
443,WCTokens_base,['www.miumiu.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
444,localization,"['us.lanvin.com', 'www.oscardelarenta.com', 'us.peppermayo.com', 'edikted.com']",Expires at 1764744596,Not secure,Not HTTP Only,4,2,2,0,0
445,_ga_BJCF526Z00,['.maxmara.com'],Expires at 1796279319,Not secure,Not HTTP Only,1,1,0,0,0
446,icts,"['.linksynergy.com', '.linksynergy.com', '.linksynergy.com']",Expires at 1764745052,Secure,Not HTTP Only,3,0,2,1,0
447,__cq_seg,"['.cartier.com', '.givenchy.com', '.celine.com', '.loewe.com', '.balmain.com', '.cottonon.com', '.pacsun.com', '.garageclothing.com', '.bose.com']",Expires at 1735800447,Not secure,Not HTTP Only,9,5,3,1,0
448,_uetsid,"['.hermes.com', '.balmain.com', '.uniqlo.com', '.guess.com', '.yesstyle.com', '.showpo.com', '.cottonon.com', '.microsoft.com', '.anker.com', '.hyundaiusa.com', '.rivian.com']",Expires at 1733294777,Not secure,Not HTTP Only,11,2,5,2,2
449,__utmzzses,['.ferrari.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,0,1
450,exp_hbeat,['.www.express.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
451,GlobalE_Full_Redirect,['.lulus.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
452,ss,['beacon.lynx.cognitivlabs.com'],Expires at 1764744448,Secure,Not HTTP Only,1,0,0,1,0
453,lastRskxRun,"['.moncler.com', '.hermes.com', '.valentino.com', '.ferragamo.com', '.uniqlo.com']",Expires at 1796278385,Not secure,Not HTTP Only,5,4,1,0,0
454,t2s-p,['.maxmara.com'],Expires at 1766903319,Secure,Not HTTP Only,1,1,0,0,0
455,lastSeriesVisited,['.toyota.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,0,1
456,VISITOR_INFO1_LIVE,"['.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com']",Expires at 1748763401,Secure,HTTP Only,9,2,1,2,4
457,tmx_guid,"['imgs.signifyd.com', 'imgs.signifyd.com']",Expires at 1888729241,Secure,HTTP Only,2,0,2,0,0
458,expCustId,['www.express.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
459,um_g_uc,['.dell.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
460,audit,['.rubiconproject.com'],Expires at 1764743127,Secure,Not HTTP Only,1,0,0,0,1
461,AMCV_94001C8B532957140A490D4D%40AdobeOrg,['.subaru.com'],Expires at 1796279630,Not secure,Not HTTP Only,1,0,0,0,1
462,_ga_50BXJLS04M,['.cartier.com'],Expires at 1766903012,Not secure,Not HTTP Only,1,1,0,0,0
463,ali_apache_id,['.aliexpress.com'],Expires at 3626384461,Not secure,Not HTTP Only,1,0,1,0,0
464,usid_dolcegabbana_us,['www.dolcegabbana.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
465,Path5,['us.maxmara.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
466,inside-eu4,['.dolcegabbana.com'],Expires at 1764744095,Secure,Not HTTP Only,1,1,0,0,0
467,_scsrid_r,['.edikted.com'],Expires at 1767395322,Not secure,Not HTTP Only,1,0,1,0,0
468,_sfid_d252,['.cartier.com'],Expires at 1796279014,Secure,Not HTTP Only,1,1,0,0,0
469,gmid,['.cdc.prada.com'],Expires at 1764739882,Secure,HTTP Only,1,1,0,0,0
470,barometric[cuid],['.trkn.us'],Expires at 1764744445,Secure,Not HTTP Only,1,0,0,1,0
471,DYSES,['.dynamicyield.com'],Does not expire,Secure,Not HTTP Only,1,0,1,0,0
472,_gat_gtag_UA_184502481_1,['.edikted.com'],Expires at 1733208663,Not secure,Not HTTP Only,1,0,1,0,0
473,_cs_mk,"['.www.prada.com', '.captcha-delivery.com', '.hermes.com', '.maisonmargiela.com', '.www.miumiu.com', '.nvidia.com']",Expires at 1733209921,Not secure,Not HTTP Only,6,5,0,1,0
474,dwac_283320b09f97a5e8c244049b40,['us.balmain.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
475,geo,['.apple.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
476,kndctr_89B51D4B55B90FBA7F000101_AdobeOrg_identity,['.prada.com'],Expires at 1767331904,Secure,Not HTTP Only,1,1,0,0,0
477,igodigitaltc2,"['.igodigital.com', '.igodigital.com']",Expires at 1769494591,Secure,Not HTTP Only,2,1,1,0,0
478,_hjSession_3418970,['.lanvin.com'],Expires at 1733208417,Secure,Not HTTP Only,1,1,0,0,0
479,ftr_ncd,"['.givenchy.com', '.boohoo.com', '.nastygal.com', '.oneplus.com']",Expires at 1767767695,Not secure,Not HTTP Only,4,1,2,1,0
480,dtPC,"['.boohoo.com', '.prettylittlething.com', '.abercrombie.com', '.nastygal.com', '.hollisterco.com', '.www.bestbuy.com', '.ford.com', '.ferrari.com']",Does not expire,Not secure,Not HTTP Only,8,0,5,1,2
481,s_lastvisit,['.dodge.com'],Expires at 1827815992,Not secure,Not HTTP Only,1,0,0,0,1
482,searchabran,['.lenovo.com'],Expires at 3625366710,Secure,Not HTTP Only,1,0,0,1,0
483,dwanonymous_30d7b7d4bec703d0d91acba9494bca7d,['www.jbl.com'],Expires at 1748760610,Secure,Not HTTP Only,1,0,0,1,0
484,country_codes,['.samsung.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
485,dwanonymous_09ca7ed58839320229f1a601b6c9e62b,['www.loewe.com'],Expires at 1748760644,Secure,Not HTTP Only,1,1,0,0,0
486,ajs_anonymous_id,['.hp.com'],Expires at 1764742564,Not secure,Not HTTP Only,1,0,0,1,0
487,cc-at_dolcegabbana_us,['www.dolcegabbana.com'],Expires at 1888728096,Secure,Not HTTP Only,1,1,0,0,0
488,SFSESSIONID,['www.ferragamo.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
489,dwanonymous_33842088a57792ac60eb400395e30784,['www.guess.com'],Expires at 1748758584,Secure,Not HTTP Only,1,0,1,0,0
490,bby_rdp,['.bestbuy.com'],Expires at 1733294223,Not secure,Not HTTP Only,1,0,0,1,0
491,_evga_6d5e,['.www.bose.com'],Expires at 1796280450,Not secure,Not HTTP Only,1,0,0,1,0
492,ede-s,['.www.forever21.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
493,yscmda,['.yesstyle.com'],Expires at 2048571865,Secure,Not HTTP Only,1,0,1,0,0
494,thx_guid,"['imgs.signifyd.com', 'imgs.signifyd.com']",Expires at 1888729241,Secure,HTTP Only,2,0,2,0,0
495,__pxvid,"['.ralphlauren.com', '.anthropologie.com', '.lulus.com', '.pacsun.com']",Expires at 1764831155,Not secure,Not HTTP Only,4,1,3,0,0
496,_aeaid,['www.oneplus.com'],Expires at 1764743701,Not secure,Not HTTP Only,1,0,0,1,0
497,dwanonymous_f0bdf87b77c0292ceeb73cde5ff432eb,['www.ysl.com'],Expires at 1740982513,Secure,Not HTTP Only,1,1,0,0,0
498,WEBSITE_URL,['.oneplus.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
499,zanpid_cookie,['.maxmara.com'],Does not expire,Not secure,Not HTTP Only,1,1,0,0,0
500,_sp_id.8a17,['www.showpo.com'],Expires at 1796283957,Secure,Not HTTP Only,1,0,1,0,0
501,uuid,"['.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', '.cquotient.com', 'sst.dell.com', '.cquotient.com', '.mathtag.com', '.mathtag.com']",Expires at 1767162329,Secure,Not HTTP Only,14,6,4,2,2
502,AMCVS_C0137F6A52DEAFCC0A490D4C%40AdobeOrg,['.asos.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
503,SSSC,"['.anthropologie.com', '.garageclothing.com']",Does not expire,Not secure,Not HTTP Only,2,0,2,0,0
504,uaid,['.login.live.com'],Does not expire,Secure,HTTP Only,1,0,0,1,0
505,MBUSA_WEB_ID,['www.mbusa.com'],Expires at 1764742702,Secure,Not HTTP Only,1,0,0,0,1
506,_ot_use_type,['.mi.com'],Expires at 1796279648,Not secure,Not HTTP Only,1,0,0,1,0
507,_fbp,"['.lanvin.com', '.oscardelarenta.com', '.balmain.com', '.uniqlo.com', '.doubleclick.net', '.guess.com', '.peppermayo.com', '.lulus.com', '.showpo.com', '.glassons.com', '.aliexpress.us', '.cottonon.com', '.edikted.com', '.garageclothing.com', '.oneplus.com', '.bose.com', '.hyundaiusa.com']",Expires at 1740983124,Not secure,Not HTTP Only,17,3,11,2,1
508,loggedInDuringSession,['www.nastygal.com'],Expires at 1733209613,Not secure,Not HTTP Only,1,0,1,0,0
509,rumCki,['www.dell.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
510,_hjSession_1596276,['.hyundaiusa.com'],Expires at 1733208923,Secure,Not HTTP Only,1,0,0,0,1
511,_rdt_uuid,"['.lulus.com', '.bose.com', '.anker.com', '.hyundaiusa.com']",Expires at 1740983121,Secure,Not HTTP Only,4,0,1,2,1
512,aa_newrep,['.maisonmargiela.com'],Expires at 1735800913,Not secure,Not HTTP Only,1,1,0,0,0
513,__exponea_time2__,"['.boohoo.com', '.glassons.com']",Expires at 1733215589,Secure,Not HTTP Only,2,0,2,0,0
514,intl_common_forever,"['.aliexpress.us', '.aliexpress.com']",Expires at 3880691276,Not secure,HTTP Only,2,0,2,0,0
515,receive-cookie-deprecation,"['.adnxs.com', '.taboola.com', '.adnxs.com', '.adnxs.com', '.taboola.com', '.adnxs.com']",Expires at 2047703129,Secure,HTTP Only,6,1,3,1,1
516,locale,['.yesstyle.com'],Expires at 2048571865,Secure,Not HTTP Only,1,0,1,0,0
517,keep_alive,"['us.lanvin.com', 'www.oscardelarenta.com', 'us.peppermayo.com', 'edikted.com']",Expires at 1733210396,Not secure,HTTP Only,4,2,2,0,0
518,dwanonymous_f7b1c9d5db519ab8b7b20de1a3855e20,['www.alexandermcqueen.com'],Expires at 1740983200,Secure,Not HTTP Only,1,1,0,0,0
519,s_fid,['.apple.com'],Expires at 1733203839,Secure,Not HTTP Only,1,0,0,1,0
520,www_hp_com_locale,['.hp.com'],Expires at 1740982562,Not secure,Not HTTP Only,1,0,0,1,0
521,TAsessionID,['.oracle.com'],Expires at 1733210555,Secure,Not HTTP Only,1,0,0,1,0
522,cj_sid,['.nastygal.com'],Expires at 1735799820,Not secure,Not HTTP Only,1,0,1,0,0
523,akacd_OneRF,['www.microsoft.com'],Expires at 1740982277,Secure,Not HTTP Only,1,0,0,1,0
524,utag_main__se,['.hm.com'],Expires at 1733204769,Secure,Not HTTP Only,1,0,1,0,0
525,lidc,['.linkedin.com'],Expires at 1733295446,Secure,Not HTTP Only,1,0,0,1,0
526,_vuid,['.at1.listrakbi.com'],Expires at 1733215700,Secure,Not HTTP Only,1,1,0,0,0
527,_tt_enable_cookie,"['.lanvin.com', '.cartier.com', '.balmain.com', '.uniqlo.com', '.guess.com', '.yesstyle.com', '.lulus.com', '.showpo.com', '.glassons.com', '.cottonon.com', '.edikted.com', '.garageclothing.com', '.oneplus.com', '.bose.com', '.anker.com', '.hyundaiusa.com']",Expires at 1766903124,Not secure,Not HTTP Only,16,3,9,3,1
528,_pay_session,"['shop.app', 'shop.app', 'shop.app', 'shop.app']",Does not expire,Secure,HTTP Only,4,2,2,0,0
529,pixel,"['.yotpo.com', '.yotpo.com']",Expires at 1764744620,Secure,HTTP Only,2,0,2,0,0
530,riv-detected-device,['rivian.com'],Expires at 1733211973,Secure,Not HTTP Only,1,0,0,0,1
531,mbox,"['.valentino.com', '.www.valentino.com', '.maisonmargiela.com', '.lulus.com', '.abercrombie.com', '.express.com', '.hollisterco.com', '.apple.com', '.samsung.com', '.dell.com', '.nvidia.com', '.logitech.com', '.ford.com', '.toyota.com', '.nissanusa.com', '.hyundaiusa.com', '.subaru.com', '.jeep.com', '.dodge.com', '.ramtrucks.com', '.chrysler.com', '.miniusa.com']",Expires at 1796456237,Not secure,Not HTTP Only,22,3,4,5,10
532,s_tp_aep,['.samsung.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
533,secure_customer_sig,"['us.lanvin.com', 'www.oscardelarenta.com', 'us.peppermayo.com', 'edikted.com', 'www.anker.com']",Expires at 1764745045,Secure,HTTP Only,5,2,2,1,0
534,featuresId,['.asos.com'],Expires at 1764738020,Secure,Not HTTP Only,1,0,1,0,0
535,OptanonAlertBoxClosed,['www.uniqlo.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
536,sd_client_id,['.lulus.com'],Expires at 1796283918,Not secure,Not HTTP Only,1,0,1,0,0
537,da_lid,['.decibelinsight.net'],Expires at 1764742986,Secure,HTTP Only,1,0,0,0,1
538,_vis_opt_test_cookie,"['.acer.com', '.anker.com']",Does not expire,Not secure,Not HTTP Only,2,0,0,2,0
539,_tq_id.TV-5418458154-1.7c05,['rivian.com'],Expires at 1796280372,Not secure,Not HTTP Only,1,0,0,0,1
540,s_dla,['www.fiat.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,0,1
541,Path1,['us.maxmara.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
542,MicrosoftApplicationsTelemetryDeviceId,['www.microsoft.com'],Expires at 1764742283,Secure,Not HTTP Only,1,0,0,1,0
543,_shopify_sa_t,"['.lanvin.com', '.peppermayo.com', '.edikted.com']",Expires at 1733210416,Not secure,Not HTTP Only,3,1,2,0,0
544,ts,"['.creativecdn.com', '.creativecdn.com', '.creativecdn.com', '.paypal.com', '.creativecdn.com', '.creativecdn.com']",Expires at 1764745245,Secure,Not HTTP Only,6,0,6,0,0
545,acs,['.media6degrees.com'],Expires at 1748758387,Secure,Not HTTP Only,1,0,1,0,0
546,xman_t,"['.aliexpress.ru', '.aliexpress.us', '.aliexpress.com']",Expires at 1740983629,Secure,HTTP Only,3,0,3,0,0
547,dwgeoip,['.jimmychoo.com'],Expires at 1764745415,Secure,Not HTTP Only,1,1,0,0,0
548,_sp_id.8072,['.balmain.com'],Expires at 1796280817,Secure,Not HTTP Only,1,1,0,0,0
549,cc-sg_LOE_USA,['www.loewe.com'],Expires at 1733210445,Secure,Not HTTP Only,1,1,0,0,0
550,ede-i,['.www.forever21.com'],Expires at 1748758200,Not secure,Not HTTP Only,1,0,1,0,0
551,SRCHHPGUSR,['.bing.com'],Expires at 1796278352,Secure,Not HTTP Only,1,0,0,0,1
552,shippingCountry,['us.jimmychoo.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
553,_cs_cvars,['.cartier.com'],Does not expire,Not secure,Not HTTP Only,1,1,0,0,0
554,dgid_prod,['.toyota.com'],Expires at 1764742445,Secure,Not HTTP Only,1,0,0,0,1
555,utag_main__sn,['.hm.com'],Expires at 1764738969,Secure,Not HTTP Only,1,0,1,0,0
556,mako_uid,['.eyeota.net'],Expires at 1764744916,Secure,Not HTTP Only,1,1,0,0,0
557,MUID,"['.bing.com', '.clarity.ms', '.bing.com', '.bing.com', '.clarity.ms', '.bing.com', '.clarity.ms', '.bing.com', '.clarity.ms', '.bing.com', '.bing.com', '.clarity.ms', '.bing.com', '.clarity.ms', '.bing.com', '.microsoft.com', '.bing.com', '.bing.com', '.bing.com', '.clarity.ms', '.bing.com']",Expires at 1766903121,Secure,Not HTTP Only,21,3,12,3,3
558,fbp_cust,['.prettylittlething.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
559,kndctr_F6171253512D2B8C0A490D45_AdobeOrg_cluster,['.lenovo.com'],Expires at 1733208512,Secure,Not HTTP Only,1,0,0,1,0
560,shopify_pay_redirect,"['us.lanvin.com', 'www.oscardelarenta.com', 'us.peppermayo.com', 'edikted.com']",Expires at 1733212211,Not secure,Not HTTP Only,4,2,2,0,0
561,_gat_UA-137890001-4,['.kia.com'],Expires at 1733202195,Not secure,Not HTTP Only,1,0,0,0,1
562,dwanonymous_78c84c42fd4f92c32bc3e441b58528a1,['www.pacsun.com'],Expires at 1748760741,Secure,Not HTTP Only,1,0,1,0,0
563,device_type,['.samsung.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
564,otrack_jssdk_is_first_day,['www.oneplus.com'],Expires at 1733270400,Not secure,Not HTTP Only,1,0,0,1,0
565,ABTasty,"['.cartier.com', '.boohoo.com', '.www.nastygal.com', '.razer.com']",Expires at 1767422408,Not secure,Not HTTP Only,4,1,2,1,0
566,dssid2,['.apple.com'],Expires at 1764738042,Secure,HTTP Only,1,0,0,1,0
567,ACCESS_TOKEN,['.lg.com'],Expires at 1733210763,Not secure,Not HTTP Only,1,0,0,1,0
568,cc-nx-g_dolcegabbana_us,['www.dolcegabbana.com'],Expires at 1740984096,Secure,Not HTTP Only,1,1,0,0,0
569,ssSessionIdNamespace,['.us.peppermayo.com'],Does not expire,Secure,Not HTTP Only,1,0,1,0,0
570,ANF_TARGET,"['.abercrombie.com', '.hollisterco.com']",Expires at 1764744923,Not secure,Not HTTP Only,2,0,2,0,0
571,gtmPageLoad,['www.loewe.com'],Expires at 1735800645,Secure,Not HTTP Only,1,1,0,0,0
572,xman_f,"['.aliexpress.ru', '.aliexpress.us', '.aliexpress.com']",Expires at 3880691276,Secure,HTTP Only,3,0,3,0,0
573,XID,['.scorecardresearch.com'],Expires at 1766907436,Secure,Not HTTP Only,1,0,0,0,1
574,_hjSessionUser_3418970,['.lanvin.com'],Expires at 1764742617,Secure,Not HTTP Only,1,1,0,0,0
575,dssf,['.apple.com'],Expires at 1764738042,Secure,HTTP Only,1,0,0,1,0
576,_landing_page,"['.lanvin.com', '.peppermayo.com', '.edikted.com']",Expires at 1734418196,Not secure,HTTP Only,3,1,2,0,0
577,s_visit,['.dodge.com'],Expires at 1733209791,Not secure,Not HTTP Only,1,0,0,0,1
578,usid,"['www.ysl.com', 'www.alexandermcqueen.com']",Does not expire,Secure,HTTP Only,2,2,0,0,0
579,isHideFBK,['.asus.com'],Expires at 1764656419,Secure,Not HTTP Only,1,0,0,1,0
580,ANFSession,"['www.abercrombie.com', 'www.hollisterco.com']",Does not expire,Not secure,Not HTTP Only,2,0,2,0,0
581,io_token_7c6a6574-f011-4c9a-abdd-9894a102ccef,['mpsnare.iesnare.com'],Expires at 1764744617,Secure,HTTP Only,1,0,1,0,0
582,user-locale,['www.armani.com'],Does not expire,Not secure,Not HTTP Only,1,1,0,0,0
583,guest_id_ads,"['.twitter.com', '.twitter.com', '.twitter.com']",Expires at 1796281043,Secure,Not HTTP Only,3,0,0,3,0
584,ltc,['.bestbuy.com'],Expires at 1733208439,Not secure,Not HTTP Only,1,0,0,1,0
585,WC_JSESSIONID,['www.miumiu.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
586,_dycst,['.pacsun.com'],Expires at 1735800748,Not secure,Not HTTP Only,1,0,1,0,0
587,_dd_s,"['.gucci.com', 'www.glassons.com', 'rivian.com']",Expires at 1733209269,Not secure,Not HTTP Only,3,1,1,0,1
588,isTablet,['.express.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
589,_ga_6VPQJTBZQ4,['.edikted.com'],Expires at 1796280615,Not secure,Not HTTP Only,1,0,1,0,0
590,AMCVS_29C8F0CC540D9E5E0A4C98A1%40AdobeOrg,['.miniusa.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,0,1
591,TC_PRIVACY_CPRA,['.cartier.com'],Expires at 1766903009,Not secure,Not HTTP Only,1,1,0,0,0
592,SSRT,"['.anthropologie.com', '.garageclothing.com']",Expires at 1764745240,Not secure,Not HTTP Only,2,0,2,0,0
593,AMCVS_5F17123F5245B46D0A490D45%40AdobeOrg,['.express.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
594,ts_c,['.paypal.com'],Expires at 1764744296,Secure,Not HTTP Only,1,0,1,0,0
595,_ga_TTXQYZJJ07,['.anker.com'],Expires at 1796281054,Not secure,Not HTTP Only,1,0,0,1,0
596,lastcheck,['.ford.com'],Expires at 1733204447,Not secure,Not HTTP Only,1,0,0,0,1
597,UID,"['beacon.lynx.cognitivlabs.com', '.scorecardresearch.com']",Expires at 1766907436,Secure,Not HTTP Only,2,0,0,1,1
598,xact,['.toyota.com'],Does not expire,Secure,Not HTTP Only,1,0,0,0,1
599,dwanonymous_a4934b446d68e1eafe38fa7e6283003c,['www.cartier.com'],Expires at 1748759004,Secure,Not HTTP Only,1,1,0,0,0
600,__adal_cw,['.boohoo.com'],Expires at 1733811581,Not secure,Not HTTP Only,1,0,1,0,0
601,dwanonymous_0b880731f1063fdeb6a2b9ddede789ce,['cottonon.com'],Expires at 1748760132,Secure,Not HTTP Only,1,0,1,0,0
602,.AspNetCore.OpenIdConnect.Nonce.CfDJ8GFIarxXWmpLiRk6SpfOAMYTe9ZXLB1MBZKMyzybwgq0viYi2PmDIdPDDu169A7VNErtQO_DVL33HxR-rd4OQoBWcQ6LY-hunW5PYoGgO_-AA-L_FKkeGgeCjwD5eSJQgcoOM0Q1QvpuY6hUbZtqjGzdbymMZGxWMFVOE3yeJhi4GGjJE7E4s9BRG1OjHDj9yALjcW-LkFY1qpdKlqHUHSdnZ_prOW5wR-Ft6_6sn0DUfX-pdFBeGOKFA9eMULRmXP5trOQsIcSmVzq_ilyGOR4,['www.microsoft.com'],Expires at 1733207182,Secure,HTTP Only,1,0,0,1,0
603,_gtmeec,['.garageclothing.com'],Expires at 1740985246,Secure,HTTP Only,1,0,1,0,0
604,demdex,"['.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net', '.demdex.net']",Expires at 1748763436,Secure,Not HTTP Only,24,3,6,4,11
605,_ga_Y862HCHCQ7,"['.captcha-delivery.com', '.hermes.com']",Expires at 1767367617,Not secure,Not HTTP Only,2,2,0,0,0
606,s_plt,"['.valentino.com', '.audiusa.com']",Does not expire,Not secure,Not HTTP Only,2,1,0,0,1
607,recordID,['us.peppermayo.com'],Expires at 1764747887,Not secure,Not HTTP Only,1,0,1,0,0
608,Path4,['us.maxmara.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
609,ss-enable-bisn-confirmation,['.anthropologie.com'],Expires at 1733208915,Not secure,Not HTTP Only,1,0,1,0,0
610,tfstk,['.aliexpress.us'],Expires at 1748759637,Not secure,Not HTTP Only,1,0,1,0,0
611,VWD6_ENSIGHTEN_PRIVACY_BANNER_LOADED,['.vw.com'],Expires at 1764742873,Secure,Not HTTP Only,1,0,0,0,1
612,urbn_inventory_pool,['www.anthropologie.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
613,AMCVS_097B467352782F130A490D45%40AdobeOrg,['.audiusa.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,0,1
614,zipcode,"['.lenovo.com', '.toyota.com', 'www.jeep.com', 'www.dodge.com', 'www.ramtrucks.com', 'www.chrysler.com']",Expires at 1764744143,Not secure,Not HTTP Only,6,0,0,1,5
615,pageviewCount,['.ferrari.com'],Expires at 1735800236,Not secure,Not HTTP Only,1,0,0,0,1
616,dwanonymous_ca7d15c06d75efc5db969dc0fde633bb,['cottonon.com'],Expires at 1748760132,Secure,Not HTTP Only,1,0,1,0,0
617,isReadCookiePolicyDNTAa,['.asus.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
618,__gads,['.bestbuy.com'],Expires at 1766903839,Secure,Not HTTP Only,1,0,0,1,0
619,__attentive_id,"['www.oscardelarenta.com', 'www.guess.com', 'www.fashionnova.com', 'www.garageclothing.com', 'www.oneplus.com', 'www.anker.com']",Expires at 1766905044,Secure,Not HTTP Only,6,1,3,2,0
620,utag_main__st,['.hm.com'],Expires at 1733204769,Secure,Not HTTP Only,1,0,1,0,0
